price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,yr_built
100000,2,1,790,6426,1,790,1944
955500,4,1.75,2130,5080,1.5,2130,1914
199000,3,1,1390,21262,1,1390,1958
762000,4,3.5,4000,15253,2,4000,2007
425000,4,2,1520,7983,1,1520,1967
546000,2,1,1657,5031,2,1657,1910
419600,3,1.75,1680,8460,1,1180,1976
735000,4,2.25,2270,5102,1,1340,1954
1.23E+06,2,2.5,2470,609,3,1910,2011
445000,2,2,1240,2500,2,1240,1985
665000,3,2,1740,41275,1,1740,1974
1.29E+06,5,3.5,4090,290980,1,2920,2002
508500,4,2.75,2520,12500,2,1720,1979
345950,5,1,1340,11198,1.5,1340,1934
207500,3,1,1640,9750,1,1640,1968
1.08E+06,4,2.5,3000,10920,1,1550,1969
640000,3,1,1210,3720,2,1210,1930
329500,3,1,1810,13068,1,1360,1941
460000,4,2.75,2200,9676,1,1500,1979
1.23E+06,3,1.75,2200,14630,1.5,2200,1948
805000,5,3,2350,6480,2,1650,1924
200000,3,1.5,1090,10454,1,1090,1963
749700,3,1.75,2280,77972,1,1460,1977
288000,0,1.5,1430,1650,3,1430,1999
535000,2,1,1520,3360,1,830,1927
330000,3,2.25,1620,7150,1,1280,1950
479200,3,2,1510,3750,1.5,1510,1928
373000,5,2.5,3001,5710,2,3001,2006
355000,4,1.5,2020,6000,1,1010,1953
275000,3,2,1380,4500,1,1380,2008
380000,3,1.5,1520,4288,1,1020,1949
417000,2,1.75,1090,4590,1,790,1915
1.17E+06,5,3.75,4220,15959,2,4220,2004
598500,3,2.25,2520,12000,1,2520,1978
629000,3,2,1760,5000,1,960,1920
226950,2,1,930,6600,1,930,1957
1.23E+06,4,2.5,2600,11542,1.5,2200,1939
415000,3,2.25,2180,11100,1,1700,1979
595000,3,2.5,1910,3075,2,1910,2001
209950,3,1.75,1100,5525,1,1100,1968
568000,3,1.75,1760,235224,1,1760,1973
119900,2,1,700,3180,1,480,1951
207000,3,1,1080,10200,1,1080,1962
195000,3,1,1070,22489,1,1070,1967
324950,3,1.5,1460,8710,1,1460,1955
210000,1,1,1050,7583,1,1050,1947
1.08E+06,4,2.75,3160,42733,2,3160,1995
325088,4,1,1400,6739,1,1000,1954
790000,4,3,3120,157875,2,3120,1977
150000,2,1,720,212137,1,720,1982
790000,3,3,2840,206910,2,2840,1999
255000,2,1,1220,2500,1,770,1910
697000,4,3,2820,2850,1.5,1860,1928
457500,2,1,840,5000,1,840,1908
690000,3,2,1610,5100,1.5,1610,1940
967000,4,3.25,1860,4356,2,1860,1917
980000,4,1.75,2260,17711,1,2260,1968
619420,4,2.75,2450,14803,2,2450,1988
389000,2,1,850,3276,1,850,1910
500000,3,1,1800,7200,1,1020,1964
569000,4,1.75,1230,7890,1,1090,1950
425000,4,2.25,2060,8540,1,1540,1967
635000,4,2.25,2750,6180,1,1500,1948
256500,2,1,1120,9912,1,1120,1980
695000,4,2.5,3010,11393,2,3010,2005
535000,4,1.5,1580,5000,1.5,1390,1945
454200,4,2.5,2630,5379,2,2630,2004
418500,2,1,790,5800,1,790,1943
749950,4,2.75,3110,35235,2,3110,1983
338500,3,1.75,2130,5489,1,1370,1999
1.25E+06,4,3.75,4520,9240,1.5,3270,1992
299950,3,2.5,1600,9830,2,1600,1993
325000,4,1.75,1950,12500,1,1330,1963
434000,4,3,2010,8171,2,2010,1973
328950,4,1.75,2550,8976,1,1300,1978
2.10E+06,5,3.75,5340,10655,2.5,3740,1912
570000,4,2,2000,46902,2,2000,1978
802000,3,2.25,2170,5001,2,2170,2014
525000,3,1,1550,6840,1.5,1550,1918
700000,6,3,2790,4550,2.5,2790,1907
350000,3,1.75,1980,273556,1,1040,1956
277500,2,1.5,1190,1236,3,1190,2005
1.58E+06,5,2.75,3650,20150,1,2360,1975
195000,3,1,1510,4350,1.5,1510,1913
222000,3,2,1200,6074,1,1200,1968
865000,5,3,2830,8854,1,1500,1979
445000,4,2,1650,6000,1,1000,1959
495800,4,1.5,1710,4600,1.5,1710,1924
548500,3,1,1740,4400,1.5,1740,1924
310000,3,1.75,1840,10723,1,1220,1974
205000,3,1.5,1820,8585,1,1820,1962
470000,5,3.75,3860,6901,2,3860,2003
430000,3,1.5,1810,349351,1.5,1810,2002
310000,2,2,1030,2271,3,1030,1999
355000,4,1,1410,7693,1.5,1410,1953
621500,5,2.5,2140,15950,1,1370,1968
175000,6,1.5,1930,8400,1,1030,1971
326000,6,1.5,1930,8400,1,1030,1971
690000,4,3.5,1930,5400,1.5,1930,1920
335000,4,2.5,2210,7214,2,2210,2003
197000,4,1,1360,11175,1,1360,1961
312500,3,1.75,1830,7969,1,930,1950
436000,3,2.25,2120,6710,1,1420,1959
1.02E+06,4,2.5,2700,4590,2,2700,2002
805000,4,2.5,3160,35225,2,2250,1992
652427,4,2.25,2770,13129,2,2770,1979
1.01E+06,3,2.5,2240,41339,1,2240,1945
355000,4,2.5,2570,6466,2,2570,1999
334550,2,1,880,12000,1,880,1939
557500,3,2.25,1820,9670,2,1820,1984
277500,4,2.25,1660,7184,1,1110,1963
300000,4,3,2200,10800,1,2200,1960
325000,4,1,1640,3844,1.5,1460,1928
402500,4,2,1650,3504,1,760,1951
461000,3,1.75,1420,5170,1,1420,1963
540000,3,1,1270,3840,1.5,1270,1926
385000,3,1,1070,4000,1,1070,1971
480000,2,1,1060,3040,1,860,1924
539950,3,2.25,2190,7149,1,1240,1963
529000,3,2.25,1940,217800,2,1940,1990
417000,3,2.5,1300,877,2,1060,2008
405000,3,1.5,1330,12500,1,1330,1966
299000,3,2.25,1940,9100,1,1630,1966
299000,3,1.75,2100,15480,1,2100,1983
372220,3,1,1290,5500,1,980,1951
494400,2,1.75,1560,1750,1,780,1904
280000,3,1.75,2630,6500,1,1330,1958
277950,3,2.5,2100,6021,2,2100,1992
770000,3,2.75,2070,54557,2,2070,1996
760000,4,2.5,2960,28005,2,2960,1989
230000,2,2,1300,3608,1,1300,2004
525000,4,2.5,2520,7731,2,2520,1994
307000,3,1,1150,6000,1.5,1150,1927
253779,4,2,2030,9600,1.5,1430,1947
405000,3,1.5,1880,7400,1,1480,1968
360000,2,1,2320,11250,2,2320,1942
521000,2,1,1050,7500,1.5,1050,1910
680000,4,2.5,3030,13068,2,3030,1978
355000,1,0.75,530,33278,1,530,1950
200000,3,1.5,1090,9600,1,1090,1968
330000,3,2.25,2220,4060,1,1330,1993
221000,3,2.25,1430,5999,2,1430,1987
1.60E+06,4,4.5,3780,6000,2,2770,1910
310000,2,1,1560,4920,1,780,1947
862000,4,2.25,2220,4200,1.5,1310,1932
200000,3,1.5,1140,8340,1,1140,1960
630000,4,2.5,2540,11100,1,2540,1957
432250,3,2.25,1440,6232,2,1440,1985
478000,3,2.25,1570,9500,1,1070,1977
249000,4,2.25,1860,9576,1,1400,1962
495000,5,3,2440,4750,1,1450,2006
630000,4,2.5,2100,8800,1,1240,1960
550000,4,2.5,2150,27540,2,2150,1997
350000,3,2.5,2440,18674,2,2440,1994
270000,5,1.5,1930,7480,2,1930,1966
488250,4,2,1830,9610,1,1830,1963
248000,4,3.5,1850,6519,2,1130,1986
889000,4,3.5,3210,5000,3,3210,2014
375000,1,1,1090,5250,1,980,1927
933000,3,1.5,1870,3300,2,1870,1906
625000,3,2.25,1920,8412,1,1460,1977
328000,2,1,700,4350,1,700,1943
470000,4,2.25,3380,9900,1,1690,1969
502500,5,2.5,2430,6168,2,2430,2007
484000,3,1.75,1950,17400,1,1210,1976
252500,2,1,900,7500,1,900,1961
610000,3,2.5,2060,8893,2,2060,1987
419000,4,2,2180,10447,1,1280,1969
322500,4,2.25,2140,9377,2,2140,1986
563000,6,1,1730,2760,1.5,1250,1918
464000,4,2.5,3140,12591,2,3140,1993
870000,4,4.25,3010,4887,2,1940,1951
280000,2,1.5,800,1196,2,800,2003
850000,3,2.5,3300,11570,2,3300,1994
458950,2,1,1530,4370,1,1130,1946
122000,2,1,760,5280,1,760,1946
525000,5,3,2450,4591,2,2450,1994
286300,2,1,1000,31838,1,1000,1962
218450,2,1,840,7425,1,840,1952
525000,3,1.5,1380,4290,1,1080,1955
650000,3,1.5,1380,4290,1,1080,1955
356000,4,2,2020,48693,1.5,2020,1949
436500,2,1,1260,5000,1,1040,1951
410000,3,1.75,1440,7112,1,1180,1979
512500,4,1.75,1540,8311,1,1540,1950
510000,4,1,1060,7200,1,880,1925
566000,4,1.75,1900,10297,1,1900,1966
525000,3,1.75,2870,26500,1.5,2870,1948
435000,3,1,1050,5500,1,930,1920
406500,3,2.75,1840,68479,1,1340,1989
550000,5,2.75,3000,9473,1,1500,1966
251000,3,2,1200,10212,1.5,1200,1949
830000,3,1.5,1840,10125,1,1220,1959
803000,4,2.5,2790,7673,2,2790,1989
206000,3,1,970,9360,1,970,1942
200000,4,1,1070,7467,1.5,1070,1944
219000,2,1,900,5160,1,900,1952
777000,4,4,2680,6000,1,1380,1962
593700,3,2.5,2000,22000,2,2000,1979
712500,3,1.5,1660,8797,1,1660,1956
600000,4,1.5,1770,6014,1.5,1240,1946
554663,3,2,1230,6802,1.5,1230,1940
267000,3,1,1740,10875,1,1020,1962
390000,3,2,1710,8910,1,1710,1953
335000,6,2,2020,7071,1,1010,1979
938000,4,2.5,2410,9886,1,1990,1975
370000,4,2.75,2310,14745,1,1410,1993
335000,5,2.5,2400,4548,2,2400,2003
695000,5,2,3160,3990,1.5,1870,1923
387500,3,1,1560,14333,1,1560,1953
245000,3,2.5,1770,6187,2,1770,1992
308550,3,2,1600,13200,1,1600,1990
225000,3,1.75,1330,13102,1,1330,1968
715000,4,2.5,2970,29163,2,2970,1993
335000,3,1,1020,10200,1,1020,1954
634000,3,2.5,2490,4904,2,2490,2003
337500,5,2,1700,7314,1,1000,1956
440000,1,1,850,6567,1,850,1940
350000,3,1.75,1250,13775,1,1250,1990
400000,2,1,610,4560,1,610,1918
1.29E+06,4,3.5,3700,13175,2,3700,1989
435000,3,1,950,10080,1,950,1954
681000,4,2.5,3860,5130,2,2930,2004
397000,3,3.5,1360,1275,2,1240,2007
775000,4,2.5,3890,34513,2,3890,1996
480000,3,2.25,1680,9090,1,1130,1959
158000,3,2.5,1520,7200,2,1520,1985
590000,3,2,2420,208652,1.5,2420,2005
772500,5,2.75,3890,9130,2,3890,2004
464500,5,1.5,2940,13425,1,1470,1955
281000,3,1.75,1350,8737,1,1350,1966
620000,3,2.25,2190,45738,1,2190,1990
475000,3,2.25,2280,5750,1,1150,1985
245000,2,2,1070,4500,1,910,1932
660000,5,2.25,2540,3750,1.5,1510,1925
527500,4,2.25,2270,8480,1,1310,1973
135000,2,1,1220,7250,1,1220,1914
275000,3,1.75,1890,5000,1,1890,2003
430000,4,2,1990,4740,1,1080,1926
213500,3,1,1220,6000,1,1220,1968
535000,3,3,2640,5978,2,2640,2012
641000,3,1.75,1480,9603,1,1480,1952
436300,3,2,2320,9420,1,2320,1952
1.44E+06,4,1.75,2410,6000,1.5,2410,1911
830000,4,2.75,2090,13500,1,2090,1949
380000,3,1,920,3532,1,920,1910
132500,3,0.75,850,8573,1,600,1945
179950,3,1,1130,9907,1,1130,1954
188200,3,1,1260,7265,1,1260,1954
659000,4,2,2090,10800,1,2090,1951
317000,3,2,2020,7260,1.5,1180,1926
625000,3,2.25,1970,4564,1,1470,1959
350000,3,1.75,1820,9545,1,1230,1976
750000,3,1.5,1840,5000,1.5,1340,1915
457000,4,1.75,2100,10358,1,1280,1959
632500,4,2,1770,5000,2,1770,1906
223000,3,2,1110,7231,1,1110,1991
610000,4,2.75,2090,8400,1,1240,1976
385000,4,1.75,2080,8215,2,2080,1948
367500,3,3.25,1400,1343,2,1160,2005
385100,3,1,1060,8040,1,1060,1949
230000,2,1,720,5913,1,720,1920
286000,3,2.75,1100,750,2,780,2008
201700,3,1,1010,9576,1,1010,1967
1.35E+06,4,4.75,5230,89298,2.5,5230,2002
525000,4,1.75,2420,7672,1,1480,1979
361000,3,1.5,1200,7236,1,1200,1975
530000,3,1.5,1950,1963,3,1950,2002
455000,3,2.25,1870,7403,1,1870,1950
421000,4,2.25,1310,8400,1,1310,1966
640000,4,2,1520,6200,1.5,1520,1945
240000,3,1,1270,12733,1,1270,1955
360000,2,1,840,7414,1,840,1928
157340,2,1,900,23000,1,900,1953
1.24E+06,4,3,3010,6139,2,2560,1950
250000,3,1,1050,6874,1,1050,1954
735000,6,2.75,3360,84506,1,2040,1962
884900,7,4.75,5370,10800,1.5,5370,1967
775000,3,3.5,2690,104544,2,2690,1948
463000,3,1.75,1710,7320,1,1710,1948
579000,3,2.5,1640,1269,3,1640,2009
570000,6,3.75,4000,6015,2,3080,2004
1.06E+06,5,4.5,4140,7924,2,4140,2005
375000,4,2.75,3140,24800,1,2080,1971
422000,2,1.75,1320,2609,1,920,1938
866500,4,3.5,3080,4945,2,2010,2014
705000,3,2.5,2500,10359,2,2500,1986
470000,4,2.5,2520,9684,2,2520,1994
360000,3,1.25,2350,6200,1,1320,1966
795000,4,2.5,2570,13450,1,1510,1948
800000,4,2.5,3100,7807,2,3100,2003
2.45E+06,4,3.5,4730,13586,1.5,4270,1935
277284,3,1.75,1030,4800,1,930,1927
460000,2,1,1020,4002,1,1020,1953
898888,3,2.5,2080,3729,2,2080,1996
211000,3,1,1410,47916,1,1410,1981
222000,2,2,1360,3300,2,1360,2004
672000,3,2.5,2620,21587,2,2620,1992
778000,3,2.25,2260,33080,1,1690,1974
312500,3,1.75,1490,9493,1,1490,1976
650000,4,2.5,2530,6500,1.5,1720,1975
740000,6,2.25,3140,10250,1,1570,1959
320000,3,2,1820,17600,1,1820,1972
455000,4,2.5,1770,13168,2,1770,1990
2.45E+06,5,4,4430,9000,2,4430,2013
500000,3,3.25,1490,902,3,1220,2001
325000,3,1.75,1790,27427,1,1130,1978
416000,3,2.5,1710,1296,3,1510,2004
495000,4,2.25,2070,20280,2,2070,1968
549000,2,1,1140,5400,1,1140,1908
589000,5,2,3930,10150,1.5,3070,1968
194820,3,1.5,1100,32700,1,1100,1967
405000,3,2.5,2260,5500,1.5,1280,1910
625000,3,2.5,2260,5500,1.5,1280,1910
205000,3,1,1130,7014,1,1130,1954
345100,3,3.75,1950,8625,1,1360,1959
200000,3,1,960,7500,1,960,1953
1.91E+06,4,3.5,4210,18564,2,4210,2001
524500,3,1.5,3430,264844,1,2230,1988
598600,4,2.75,3470,212639,2,2070,1993
367777,5,3,2140,5937,1,1280,1978
750000,3,2.75,2520,5401,1,1360,1946
575000,5,2.25,3550,7992,2,3550,1968
84000,2,1,700,20130,1,700,1949
255000,2,1,740,5000,1,740,1926
1.74E+06,4,3.75,3300,4545,1.5,2600,1926
415000,3,2.25,1640,5880,1,1240,1977
449900,3,2.5,2780,8225,2,2780,1990
220000,5,1.5,1830,94960,1.5,1830,1929
899000,4,2.5,3540,9349,2,3540,2003
430000,3,2.5,1440,7320,1,1440,1954
472500,4,2.5,2960,223462,2,2960,2001
680000,6,2.5,3180,9375,1,1590,1967
1.65E+06,5,4,3310,8400,2,3310,2000
810000,3,2,2390,8025,2,2390,1921
605000,3,2.5,2460,138085,2,2460,1977
522000,3,1.75,1630,15600,1,1630,1958
759000,5,2.75,3490,8230,2,3490,2005
411000,4,2.75,2500,5257,2,2500,1966
286950,4,2.5,2080,9846,1,1240,1984
440000,3,1.5,1290,1286,3,1290,2000
149000,3,1,1700,8645,1,1700,1955
284700,3,1,1700,8645,1,1700,1955
374950,3,2.5,2540,11562,1,1290,1964
816000,3,1.5,1180,8545,1,1180,1952
533250,4,1.75,1520,15398,1,1370,1960
689800,3,2.75,2390,9313,1,1390,1942
775000,4,2.75,2740,6200,1.5,1820,1947
702000,3,2.5,2190,8528,1,1760,1991
160000,3,1,1350,8700,1.5,1350,1942
255500,3,1,1350,8700,1.5,1350,1942
949000,4,2.75,2980,42253,1,1860,1973
169500,2,1,790,7450,1,790,1944
586000,4,2.25,2130,9000,2,2130,1965
680000,4,2.5,2700,37431,1,1600,1978
851500,3,2,3200,18184,1,2000,1977
582500,2,1.5,1159,4800,1,1159,1948
637000,4,3.5,3080,118918,2,3080,2008
225000,3,1,1000,9295,1,1000,1955
795000,3,3.25,2260,3727,2,1880,2003
304999,4,2.25,2270,9600,1,1290,1976
95000,1,0.75,760,5746,1,760,1915
240000,4,1.75,1420,5382,1,1040,1942
772000,4,2.5,2500,8680,1,1250,1958
245000,2,1.5,1450,6258,1,1450,1983
430000,5,3,2500,5750,1,1430,1999
799000,3,1.5,2210,6300,1.5,2210,1916
880000,5,2.75,3020,9187,2,3020,2007
750000,4,2.5,3290,7538,2,3290,2004
2.89E+06,4,4,5780,7173,2,4130,2008
532000,3,2.5,1820,4910,2,1820,1993
525000,4,2.75,2500,10330,1,1380,1978
239000,2,1,1210,9375,1,1210,1952
460000,2,1.5,1090,4000,1,970,1951
540000,4,2.25,1330,8400,1.5,1330,1962
475000,2,1,890,4590,1,890,1923
445000,3,1.75,1360,4998,1,1360,1968
1.58E+06,5,3.75,4220,9240,2,3420,1991
549950,4,2.5,3780,6800,2,3780,2004
294950,4,2,2610,14321,1.5,1690,1940
736000,3,2.5,1980,2975,3,1980,1993
214946,3,1.75,1290,8688,1,1290,1980
856000,5,3.25,3620,5500,2,3620,2003
775000,2,2.5,2680,7392,1,2680,2004
205000,3,1.75,1200,8631,1,1200,1959
429592,2,2.75,1992,10946,1.5,1288,1903
414250,4,1.75,1640,13566,1,1120,1977
399950,4,2.75,1920,4400,1,960,1906
319990,3,2.25,1840,7326,1,1370,1979
524000,3,1.5,1310,9471,1,1310,1970
349950,2,1,1050,6317,1.5,1050,1913
889000,4,2.5,2570,4480,1.5,1580,1927
300000,3,1,930,5160,1.5,930,1919
395000,1,1,730,3000,1,730,1911
348000,2,2.5,1270,1242,3,1270,2008
830000,2,1,1150,6000,1,710,1921
173000,2,1,820,10450,1,820,1965
585000,4,1.75,3000,42200,1,1500,1950
576750,3,2,2220,5000,1,1110,1966
495000,5,3.25,2500,7620,1,1250,1962
216650,3,3.5,1540,1427,2,1360,2007
615000,4,2.75,2750,15450,1,1800,1978
675000,4,2.5,3130,12463,1,1620,1978
510000,3,2,1430,9250,1,990,1983
630000,3,2.5,2680,327135,2,2680,1995
359950,4,2.5,3010,5701,2,3010,2003
265000,3,1.5,1530,7500,1.5,1530,1986
210000,3,1,1240,4842,1,1240,1916
367000,3,2.5,2260,93218,1,2260,1998
1.08E+06,4,2.25,2820,5000,1.5,1800,1926
756000,3,2.5,3560,8297,1,1650,1948
203000,3,2.25,1630,9145,1,1630,1960
535000,4,2.5,2880,23994,2,2880,2002
525000,3,3.25,2200,7440,2,1710,1947
347500,3,1.75,1620,7500,1,1220,1981
620000,3,1.75,1480,2185,2.5,1480,2005
645000,4,2.5,2250,10696,2,2250,1996
2.20E+06,4,3,3540,11098,2,3000,1940
280000,3,2,1790,42399,1,1790,1990
432000,3,2,1400,6380,1,700,1924
790000,3,1.5,2390,4452,2,1790,1929
635000,4,1.75,2400,10050,1,2400,1957
442000,3,1.5,2050,6384,1,1350,1958
490000,4,3,2640,5267,2,2640,2001
250000,5,1.75,2320,7700,1,1290,1962
1.33E+06,4,2.5,2440,3600,2.5,2440,1902
120000,3,1,1260,7500,1,1260,1954
2.95E+06,5,4.75,6240,47480,1,4610,2003
325000,4,2.5,1930,8458,2,1930,1993
210000,4,1.75,1200,7680,1,1200,1968
215000,1,1,970,7639,1,570,1920
387000,3,1.75,1810,10800,1,1210,1968
408000,3,1,1380,7015,1.5,1380,1925
410000,3,1,1470,6500,1,1470,1953
216000,3,1,1010,7920,1,1010,1925
390000,3,1,1010,7920,1,1010,1925
357000,3,1.5,1340,11744,1,1340,1950
215000,3,1,970,7275,1,970,1970
265000,3,1,1122,6554,1.5,1122,1900
589950,3,2.75,1670,1350,3,1350,2014
440000,3,1.75,2840,16851,1,1600,1950
248000,2,1,770,8600,1,770,1914
730000,3,2.25,2040,130680,2,2040,1977
425000,4,2.5,3052,12145,2,3052,2004
680000,3,2.5,2620,14248,2,1830,1977
341500,5,2.25,3120,10400,2,3120,1980
395000,2,1,1100,3975,1,900,1950
1.23E+06,4,2.75,3410,95396,1.5,3410,1962
695500,5,2.75,2510,9180,1,1600,1975
308000,3,1.75,1680,8629,1,1200,1977
422500,3,2,1960,6450,1,1000,1977
418000,2,1,1040,6900,1,1040,1915
385000,5,1.5,1750,9780,1.5,1750,1961
876650,3,3.25,2170,12508,1.5,1650,1928
450000,3,2.5,1639,2710,2,1479,2003
418800,4,2.25,2100,9984,1,1290,1973
330000,2,1,880,1753,2,880,1945
550000,3,1.75,1940,8376,1,1290,1963
270000,4,2.5,2490,11650,1,1390,1990
978500,3,2.25,2060,7080,2,1800,1940
975000,4,2.5,2720,10455,2,2500,1981
455000,3,2.25,2180,6850,1,1750,1973
1.42E+06,4,3.25,3600,38016,2,3310,1991
220000,2,1,840,9000,1,840,1951
490000,3,2,2370,12196,2,2370,1970
420000,4,2.25,2270,9100,2,2270,1978
408500,4,2.5,2720,7043,2,2720,2003
716000,3,1.5,1140,4800,1.5,1140,1915
965000,4,2.5,2460,5000,2,1620,1938
357823,3,1.5,1240,9196,1,1240,1968
7.06E+06,5,4.5,10040,37325,2,7680,1940
425000,3,2.25,1670,9500,1,1170,1977
711777,4,1.75,2220,6731,1,1110,1953
335000,3,1,980,9903,1,980,1966
825000,4,1.5,1890,6938,1.5,1890,1919
210000,2,1,1100,6000,1.5,1100,1900
575000,2,1.75,2770,19700,2,1780,1983
1.21E+06,4,2.75,4250,10925,2,4250,2003
431500,2,2,1370,4866,1,1370,2005
475000,3,1.5,1480,13457,1,1480,1959
1.50E+06,4,3.75,3770,4000,2.5,2890,1916
540000,6,3,2870,206474,2,2330,1960
775000,3,2.5,3820,35016,2,3820,1987
635000,3,2.5,1530,2978,1,1210,1997
1.30E+06,3,2.75,4120,16365,1,4120,1999
405000,3,2.25,1590,7267,1,1100,1976
210000,3,1,1520,8600,1,1040,1951
880000,4,2.5,2350,4675,2,2150,1923
239000,4,2,1370,8837,1.5,1370,1955
515000,3,2.5,1540,6100,1,770,1944
1.38E+06,3,3.25,3786,38038,1,1934,1978
215000,4,2.25,1500,5393,2,1500,1999
315000,6,2,1750,17685,1,1750,1943
442500,3,1.5,1800,8303,1,1200,1957
311000,2,1.75,1180,55321,1,1180,1941
425000,2,1,830,6030,1,830,1925
433500,3,1.75,1540,9450,1,1040,1919
450000,3,2.25,1610,8296,2,1610,1978
675000,3,2.25,1990,10260,2,1990,1987
535000,3,2.5,2070,4132,2,2070,1999
577000,3,1.75,1760,12874,1,1230,1967
480000,3,1.75,1740,8528,1,1290,1939
400000,3,1.5,1950,4473,1,1530,1914
304000,3,1,1280,8184,1.5,1280,1947
355000,3,1.75,1460,7203,1,1460,1990
998000,4,3.25,3770,982998,2,3770,1992
550000,4,1.75,2410,8447,2,2060,1936
550000,4,1.75,2410,8447,2,2060,1936
210000,3,1.75,1400,7300,2,1400,1948
317000,3,2.5,2100,7587,2,2100,1990
700000,4,3.5,5360,25800,1,3270,1971
265000,3,1,1000,9150,1,1000,1969
700000,4,3.5,3150,6175,2,3150,2001
1.02E+06,5,3.5,4180,17841,2,3160,1990
1.15E+06,4,2.25,2840,20242,1,2240,1972
460000,4,2.5,2110,35091,1,1290,1985
410000,2,1.5,1660,4000,1,1000,1950
665000,4,3,2160,4400,1,1320,1921
600000,4,2.5,2420,7744,2,2420,1994
502000,4,1.75,1920,3844,1,1170,1967
364950,4,2.5,2310,8030,2,2310,1978
680000,3,2.25,2330,4000,1.5,1520,1927
235500,5,2.5,2340,13713,1,1670,1967
576000,4,2.5,2590,5756,2,2590,2001
405000,2,3,1410,1240,2,1140,2006
335000,3,2.75,2850,8039,1,1540,1989
122000,2,1,730,6728,1,730,1953
432000,3,1.75,1470,6250,1,1070,1939
375000,4,2.25,2330,11400,1,2330,1974
276000,4,2.25,2460,11250,1,2460,1959
450000,3,2.25,2080,111513,1.5,1680,1977
210000,2,1,990,8140,1,990,1910
279000,3,2.5,1450,4106,2,1450,2011
635000,3,1.75,1340,3900,2,1340,1900
350000,3,2.5,2730,7372,2,2730,1998
218000,3,1,1140,7560,1,1140,1958
750000,4,1.5,1950,6300,1.5,1650,1944
310597,4,1.75,2000,25700,1,1150,1958
355000,3,1,900,37800,1,700,1923
735000,5,2.75,3390,5211,2,3390,2004
155000,1,1,720,6000,1,720,1940
354000,3,1,940,10368,1,940,1965
415000,3,1.75,1770,10513,1,1400,1982
202000,1,1,590,833,1,590,1926
580000,3,2.5,1980,1873,2,1470,1996
1.50E+06,4,3.25,3070,10375,2,2180,1962
790000,4,2.5,3500,7519,2,3500,2004
499900,3,2.5,2100,5112,2,2100,1999
525000,4,2.25,2620,98881,1,1820,1952
810000,4,2.5,2810,10613,2,2810,1989
425000,4,1.5,2290,8773,1,1330,1947
241250,3,1.75,1350,7588,1,1350,1993
318700,4,2.5,2770,19116,1,1600,1961
720000,4,1.75,2530,5000,1.5,2070,1917
291000,3,1,1280,10500,1.5,1280,1941
420000,3,1.75,1060,38644,1,1060,1983
210000,2,1.75,1000,3554,1,1000,1975
645000,3,3.25,3870,11000,2,2970,1991
762000,5,2,3370,5000,1.5,2140,1907
247500,4,1.75,2290,7765,1,2290,1936
282500,3,2.25,1670,7150,2,1670,1990
395000,3,1.75,1460,22651,1,1460,1961
295000,3,1.75,1770,8235,1,1030,1960
235000,2,1,820,5100,1,820,1954
770000,3,1.75,1900,6334,1,1450,1948
559950,2,2,1870,4950,1,1870,2006
639000,4,2,1840,5419,1,920,1942
314950,3,1,1590,8470,1,1140,1967
525000,3,1,1640,6180,1,1640,1946
2.40E+06,3,2.25,3000,11665,1.5,3000,2001
820000,3,1.75,2160,6272,1,1390,1960
1.39E+06,3,3,2490,3600,2,1790,1911
521450,3,2,1290,5700,1,1290,1950
760750,3,2.5,3190,49137,2,3190,1988
759600,4,1,1540,115434,1.5,1540,1923
346150,3,2,2140,7200,1,1480,1966
390000,2,1,980,3800,1,980,1926
359950,5,2.25,2450,9432,2,2450,1973
430000,3,2,1360,5120,1.5,910,1924
960000,4,3.5,4610,11676,2,4610,2000
800000,7,6.75,7480,41664,2,5080,1953
1.01E+06,3,2.5,2860,5805,2,2860,1999
290000,3,2,1810,11456,1,1810,1970
1.35E+06,4,2,2240,10296,1,2240,1948
777000,3,3.25,3610,59677,2,2440,2003
526000,2,1,1450,4500,1.5,1450,1921
550000,3,3.5,1450,1091,2,1200,2007
276000,3,1.5,1820,8750,1,1200,1958
2.50E+06,5,3.25,5620,12672,2,4140,1916
325000,3,1.75,2080,6554,1,1040,1950
365000,3,2.5,1780,1754,3,1780,2007
2.15E+06,8,6,4340,9415,2,4340,1967
825050,4,3.25,2860,3680,2,1980,1925
690000,3,1.5,2540,9520,1,1500,1959
390000,4,1,1140,6250,1.5,1140,1958
385000,3,2,1320,1297,3,1320,1995
619000,3,2.5,2040,7503,2,2040,1987
494000,4,2.25,1790,42000,1,1170,1983
412450,3,2,1910,13505,1,1910,1955
580000,3,1.75,1460,2800,2,1460,1928
269900,3,1.5,1420,22100,1,1420,1957
704300,4,1.5,1790,4080,1.5,1790,1928
267000,3,2,1390,6005,2,1390,2005
310000,4,1.75,1880,12150,1,1280,1976
227064,3,1.5,1570,10824,2,1570,1908
925000,3,2.5,2690,7000,2,1840,1943
245000,3,1.75,1670,11452,1,1670,1992
339888,3,1,1040,7490,1,1040,1969
439000,4,2,1560,7500,1,1560,1968
400000,2,1,1470,6120,1,1470,1940
560000,3,2.25,2070,15002,1.5,2070,1955
703011,2,1,1370,5922,1,1130,1941
363000,2,1,1120,4800,1,770,1926
650000,4,2.75,2640,6240,2,2640,2001
299950,3,1,1030,9916,1,1030,1972
